,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Allstar True
496,497,Cam Whitmore,SF,19,HOU,13,0,12.8,3.4,6.3,0.537,1.1,2.5,0.424,2.3,3.8,0.612,0.622,1.1,1.6,0.667,0.5,2.2,2.7,0.3,0.8,0.1,0.8,1.2,8.9,0
497,498,Aaron Wiggins,SG,25,OKC,34,0,12.5,2.0,3.4,0.591,0.5,1.0,0.486,1.5,2.4,0.638,0.665,0.6,0.8,0.741,0.6,1.6,2.3,0.8,0.4,0.1,0.5,1.1,5.1,0
498,499,Andrew Wiggins,SF,28,GSW,33,22,25.8,4.5,10.7,0.418,0.9,3.2,0.298,3.5,7.5,0.468,0.462,1.9,2.7,0.689,1.7,2.4,4.1,1.3,0.3,0.4,1.5,2.3,11.7,0
499,500,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,1.0,0.667,0.4,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,0
500,501,Brandon Williams,PG,24,DAL,4,0,6.5,1.0,2.0,0.5,0.3,0.3,1.0,0.8,1.8,0.429,0.563,0.5,1.3,0.4,0.5,0.5,1.0,1.0,0.3,0.3,0.5,0.3,2.8,0
501,502,Grant Williams,PF,25,DAL,34,27,27.1,2.9,7.0,0.418,1.8,4.6,0.38,1.1,2.3,0.494,0.544,0.8,1.1,0.667,1.0,2.6,3.6,1.6,0.4,0.6,1.0,2.8,8.4,0
502,503,Jalen Williams,PF,22,OKC,33,33,32.1,7.0,12.9,0.539,1.3,3.0,0.44,5.6,9.9,0.569,0.59,2.9,3.5,0.835,0.4,3.7,4.1,4.4,1.1,0.5,1.9,2.7,18.2,0
503,504,Jaylin Williams,C,21,OKC,30,0,11.5,1.2,3.0,0.385,0.7,2.0,0.339,0.5,1.1,0.469,0.495,0.5,0.5,0.933,0.4,2.7,3.1,1.4,0.3,0.2,0.3,1.6,3.5,0
504,505,Jeenathan Williams,SG,24,HOU,4,0,5.5,1.5,2.8,0.545,0.0,0.5,0.0,1.5,2.3,0.667,0.545,0.3,0.5,0.5,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.5,3.3,0
505,506,Kenrich Williams,PF,29,OKC,25,0,15.6,1.8,3.8,0.489,0.8,1.9,0.447,1.0,1.9,0.532,0.601,0.1,0.4,0.3,0.8,2.0,2.8,1.7,0.6,0.1,0.4,1.6,4.6,0
506,507,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,0.649,0.0,0.0,0.0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,0
507,508,Patrick Williams,PF,22,CHI,38,27,27.3,3.7,8.2,0.448,1.3,3.2,0.41,2.3,4.9,0.473,0.529,1.2,1.6,0.767,1.1,2.8,3.9,1.4,0.9,0.8,1.3,1.8,9.8,0
508,509,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0.0,0.0,0.0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,0
509,510,Vince Williams Jr.,SG,23,MEM,27,8,21.9,1.8,4.7,0.375,1.2,3.5,0.351,0.6,1.3,0.441,0.504,1.1,1.3,0.833,1.1,4.0,5.1,1.8,0.6,0.6,0.9,2.4,5.9,0
510,511,Ziaire Williams,SF,22,MEM,35,8,18.9,2.8,6.9,0.411,1.1,3.5,0.331,1.7,3.4,0.492,0.494,1.0,1.2,0.837,0.6,2.9,3.5,1.3,0.5,0.3,1.2,1.7,7.8,0
511,512,Zion Williamson,PF,23,NOP,31,31,30.2,8.5,14.6,0.584,0.1,0.3,0.333,8.4,14.3,0.589,0.587,4.6,6.9,0.664,1.9,4.1,5.9,4.6,1.0,0.4,2.6,2.7,21.7,0
512,513,Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,0.5,0.2,0.7,0.25,1.3,2.2,0.583,0.531,1.4,1.4,1.0,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5,0
513,514,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,0
514,515,James Wiseman,C,22,DET,27,0,15.0,2.7,4.0,0.679,0.0,0.1,0.0,2.7,4.0,0.692,0.679,0.8,1.3,0.618,1.4,2.8,4.2,0.7,0.1,0.7,0.9,2.1,6.3,0
515,516,Christian Wood,PF,28,LAL,33,1,19.2,2.6,5.4,0.48,0.8,2.4,0.338,1.8,3.0,0.596,0.556,1.3,2.0,0.667,0.9,4.7,5.6,1.0,0.2,0.7,1.2,1.6,7.4,0
516,517,Delon Wright,PG,31,WAS,16,0,17.0,1.5,4.1,0.369,0.4,1.4,0.304,1.1,2.6,0.405,0.423,1.1,1.4,0.783,0.4,1.9,2.3,3.3,1.4,0.2,0.6,0.8,4.6,0
517,518,Thaddeus Young,PF,35,TOR,10,2,8.7,1.6,2.6,0.615,0.1,0.3,0.333,1.5,2.3,0.652,0.635,0.1,0.3,0.333,0.6,1.0,1.6,1.4,0.7,0.1,0.7,0.8,3.4,0
518,519,Trae Young,PG,25,ATL,34,34,36.6,8.6,20.0,0.429,3.4,9.3,0.362,5.2,10.8,0.486,0.512,7.3,8.5,0.855,0.4,2.6,3.0,11.0,1.4,0.2,4.3,2.0,27.8,0
519,520,Omer Yurtseven,C,25,UTA,22,6,11.3,1.6,3.4,0.486,0.1,0.7,0.2,1.5,2.7,0.559,0.507,0.3,0.5,0.6,1.5,2.9,4.4,0.6,0.2,0.5,1.0,1.5,3.7,0
520,521,Cody Zeller,C,31,NOP,28,0,9.0,0.7,1.8,0.388,0.0,0.1,0.333,0.6,1.6,0.391,0.398,0.7,1.2,0.606,1.2,1.6,2.8,1.1,0.1,0.1,0.4,1.3,2.1,0
521,522,Ivica Zubac,C,26,LAC,37,37,27.2,5.4,8.2,0.659,0.0,0.0,0.0,5.4,8.2,0.659,0.659,1.8,2.8,0.641,3.2,6.5,9.7,1.3,0.2,1.4,1.2,2.9,12.5,0
